,ITE_ITEM_TITLE,DESC,CLUSTER
23509,tenis meia infantil meninas slip on unicornio original novo,tenis meia infantil meninas slip on unicornio original nov,2
23510,kit 2 pares tenis masculino header easy 2020 top  relogio,kit 2 pares tenis masculino header easy 2020 top  relogi,2
23511,tenis skechers dynamight 20,tenis skechers dynamight 20,2
23512,tenis all meninas super poderosas botinha inf,tenis all meninas super poderosas botinha inf,2
23513,tenis plumax pl187002 ,tenis plumax pl187002 ,2
23514,tenis masculino de led infantil homem aranha envio ja,tenis masculino de led infantil homem aranha envio j,2
23515,bicicleta aro 29 ecos 21 vel freio a disco com frete gratis,bicicleta aro 29 ecos 21 vel freio a disco com frete gratil,0
23516,bicicleta infantil masculina amarela big fat ultra bikes,bicicleta infantil masculina amarela big fat ultra bik,0
23517,tenis feminino treino academia super leve olympikus original,tenis feminino treino academia super leve olympikus orig,1
23518,tenis fila retro sport feminino  51u339x,tenis fila retro sport feminino  51u339x,1
23519,kit tenis feminino unisex academia confortavel  chinelo,kit tenis feminino unisex academia confortavel  chinel,1
23520,tenis freedom sider lona  azul marinho  k390,tenis freedom sider lona  azul marinho  k390,2
23521,sapatilha mtb ciclismo elleven preta  pedal zeray zp108s,sapatilha mtb ciclismo elleven preta  pedal zeray zp108,0
23522,tenis feminino via marte slip on flatform  preto,tenis feminino via marte slip on flatform  pret,1
23523,tenis infantil bibi easy iii lancamento,tenis infantil bibi easy iii lanc,2
23524,tenis masculino super leve treino corrida olympikus atomo ,tenis masculino super leve treino corrida olympikus atomo ,2
23525,oferta tenis feminino conforto ana vitoria 123904a  brinde,oferta tenis feminino conforto ana vitoria 123904a  brind,1
23526,tenis arquitetonico all black ousessencial,tenis arquitetonico all black ousess,2
23527,tenis training antiderrapante 011323,tenis training antiderrapante 011323,2
23528,tv lg 32lf565b,tv lg 32lf565b,0
23529,tenis hibrido neoprene nautika unissex jet ski pesca trilha,tenis hibrido neoprene nautika unissex jet ski pesca trilh,2
23530,tenis cano alto lilica ripilica branco,tenis cano alto lilica ripilica branc,2
23531,tenis feminino salto plataforma bordado fe otimo acabamento,tenis feminino salto plataforma bordado fe otimo acab,1
23532,tenis feminino preto para usar com saia,tenis feminino preto para usar com sa,1
23533,tv lg com defeito,tv lg com defeit,0
23534,combo 3 pares sapatenis tenis masculino ll  kit brind,combo 3 pares sapatenis tenis masculino ll  kit brind,2
23535,smart tv lg 43un731c0sc led 4k 43  110v220v,smart tv lg 43un731c0sc led 4k 43  110v220v,0
23536,kit 2 tenis sandalo feminino lona flora pink e preto,kit 2 tenis sandalo feminino lona flora pink e pret,1
23537,nike sb dior,nike sb di,2
23538,tenis infantil bibi evolution masculino azul marinho 1053218,tenis infantil bibi evolution masculino azul marinho 1053218,2
23539,tenis mad rats vermelho low,tenis mad rats vermelho low,2
23540,tenis casual infantil masculino novope 205t262,tenis casual infantil masculino novope 205t262,2
23541,tenis feminino via marte chunky  202349  original,tenis feminino via marte chunky  202349  orig,1
23542,bicicleta 29 absolute aluminio 21v hidraulica cambio shimano,bicicleta 29 absolute aluminio 21v hidraulica cambio shim,0
23543,tenis freedom fr087 couro  ouro  2449,tenis freedom fr087 couro  ouro  2449,2
23544,tenis all star chuck taylor dourado  serie limidada,tenis all star chuck taylor dourado  serie limid,2
23545,tenis nike flyby mid 2 masculino  basquete,tenis nike flyby mid 2 masculino  basquet,2
23546,tenis polo cano alto e sapatenis casual masculino 3 brind,tenis polo cano alto e sapatenis casual masculino 3 brind,2
23547,bicicleta aro 29 dropp z1x 21v shimano disco azul preto 17  ,bicicleta aro 29 dropp z1x 21v shimano disco azul preto 17  ,0
23548,tenis meias feminino olympikus respira slip on sem cadarco,tenis meias feminino olympikus respira slip on sem cadarc,1
23549,sapatos femininos de salto plano com padrao de zebra leopard,sapatos femininos de salto plano com padrao de zebra leopard,2
23550,bicicleta bristol lance aro 26 preta e rosa 1 un houston,bicicleta bristol lance aro 26 preta e rosa 1 un houston,0
23551,bicicleta aro 12 nathor black 12 menino,bicicleta aro 12 nathor black 12 menin,0
23552,tenis infantil feminino gibizinho preto e rosa,tenis infantil feminino gibizinho preto e r,1
23553,tenis feminino kolosh hades fibra c1583,tenis feminino kolosh hades fibra c1583,1
23554,tenis feminino vizzano original tie dye casual confortavel,tenis feminino vizzano original tie dye casual conforta,1
23555,tenis converse all star chuck taylor platform lift hi branco,tenis converse all star chuck taylor platform lift hi branc,2
23556,tenis slipon usaflex sem cadarco lycra shine canela,tenis slipon usaflex sem cadarco lycra shine canel,2
23557,tenis adidas true chill casual cinza nf,tenis adidas true chill casual cinza nf,2
23558,sapatenis bottero 3009018,sapatenis bottero 3009018,2
23559,dunk low mummy 41,dunk low mummy 41,2
23560,tenis feminino sneaker  varias cores,tenis feminino sneaker  varias c,1
23561,tenis slip on santa lolla suede vermelho  01ac11e4,tenis slip on santa lolla suede vermelho  01ac11e4,2
23562,kit sapatenis masculino casual na promocao  brindes,kit sapatenis masculino casual na promocao  brind,2
23563,tenis hocks de skate flat lite avela ocre original,tenis hocks de skate flat lite avela ocre orig,2
23564,tenis masculino alcalay slip confortavel ortopedico macio ,tenis masculino alcalay slip confortavel ortopedico macio ,2
23565,tenis caminhada academia preto e rosa palmilha gel pu,tenis caminhada academia preto e rosa palmilha gel pu,2
23566,tenis beira rio feminino casual 4205123  branco,tenis beira rio feminino casual 4205123  branc,1
23567,tenis infantil camurca glitter molekinha off white,tenis infantil camurca glitter molekinha off whit,2
23568,tenis nike metcon 6 tamanho 42 masculino crossfit,tenis nike metcon 6 tamanho 42 masculino crossfit,2
23569,home tenis de malha masculina slip on mocassins antiderrap,home tenis de malha masculina slip on mocassins antiderrap,2
23570,tenis dad sneakers buffalo plataforma casual,tenis dad sneakers buffalo plataforma cas,2
23571,tenis masculino nt sem cadarco slip on lancamento super leve,tenis masculino nt sem cadarco slip on lancamento super lev,2
23572,tenis usthemp spice tematico  mini elefante 2,tenis usthemp spice tematico  mini elefante 2,2
23573,bicicletas aro 16 menino infantil preta com rodas de alumino,bicicletas aro 16 menino infantil preta com rodas de alumin,0
23574,tenis preto caminhada verde masculino ultra conforto,tenis preto caminhada verde masculino ultra confort,2
23575,tenis vizzano 1319106,tenis vizzano 1319106,2
23576,tenis feminino infantil patrulha canina led  tenis meia ,tenis feminino infantil patrulha canina led  tenis meia ,1
23577,bicicleta aro 29 alfameq nx freio a disco 21 marchas,bicicleta aro 29 alfameq nx freio a disco 21 march,0
23578,engrenagem bicicleta eletrica 36 dentes,engrenagem bicicleta eletrica 36 d,0
23579,tenis mad rats skate summer black original envio ja com nfe,tenis mad rats skate summer black original envio ja com nf,2
23580,tenis feminino actvitta preto 2078715745,tenis feminino actvitta preto 2078715745,1
23581,tenis casual feminino sua cia com cadarco lona bistro,tenis casual feminino sua cia com cadarco lona bistr,1
23582,tenis hocks skate del mar triple black original couro camurca casual masculino e feminino envio imediato,tenis hocks skate del mar triple black original couro camurca casual masculino e feminino envio imediat,2
23583,tenis feminino olympikus veloz piscinacoral ,tenis feminino olympikus veloz piscinacoral ,1
23584,sapatenis confort masculino casual em couro azul,sapatenis confort masculino casual em couro azul,2
23585,tenis feminino plataforma vizzano branco rose,tenis feminino plataforma vizzano branco ros,1
23586,tenis feminino qix missy,tenis feminino qix missy,1
23587,tenis olympikus kiss 2 cinza,tenis olympikus kiss 2 cinz,2
23588,tenis feminino sapatenis casual alpargata sapatilha srt1,tenis feminino sapatenis casual alpargata sapatilha srt1,1
23589,smart tv philco 39  led hd ptv39g60s,smart tv philco 39  led hd ptv39g60,0
23590,tenis qix combat,tenis qix combat,2
23591,tenis freeday flip eco bordohavananatural  original,tenis freeday flip eco bordohavananatural  orig,2
23592,smart tv samsung 65 pol lh65bene com tela quebrada,smart tv samsung 65 pol lh65bene com tela quebr,0
23593,rosa barato  ultimas pecas ,rosa barato  ultimas pecas ,2
23594,tenis masculino esportivo olympikus academia treino original,tenis masculino esportivo olympikus academia treino orig,2
23595,kit 2 pares tenis new try infantil  marinho celeste pre,kit 2 pares tenis new try infantil  marinho celeste pr,2
23596,tenis everlast masculino station,tenis everlast masculino station,2
23597,tenis masculino adidas vs pace ho2018 branco,tenis masculino adidas vs pace ho2018 branc,2
23598,bicicleta mtb aro 29 kode izon 24v shimano freio disco hidr,bicicleta mtb aro 29 kode izon 24v shimano freio disco hidr,0
23599,tenis campesi feminino slip on casual l7711 promocao ,tenis campesi feminino slip on casual l7711 promocao ,1
23600,tenis feminino da olympikus  branco  lilas no37,tenis feminino da olympikus  branco  lilas no37,1
23601,tenis moleca casual flatform preto,tenis moleca casual flatform pret,1
23602,placa inverte tv lg 32lt360c,placa inverte tv lg 32lt360c,0
23603,tenis olympikus feminino gravidade azul com laranja,tenis olympikus feminino gravidade azul com laranj,1
23604,kichute society  raro anos 90 antigo 43  42 frete gratis ,kichute society  raro anos 90 antigo 43  42 frete gratis ,2
23605,tv digital  monitor led 9  colorido cftv modelo mtm 909,tv digital  monitor led 9  colorido cftv modelo mtm 909,2
23606,tenis infantil menino iate animal calce facil,tenis infantil menino iate animal calce facil,2
23607,tenis tratorado plataforma flatform urbano pedraria branco,tenis tratorado plataforma flatform urbano pedraria branc,2
23608,tenis feminino preto plataforma torricella barato de fabrica,tenis feminino preto plataforma torricella barato de fabr,1
23609,bicicleta float sport,bicicleta float sport,0
23610,sapatenis freeway preto marc14l apenas tamanhos grandes,sapatenis freeway preto marc14l apenas tamanhos grand,2
23611,tenis dg porto branco deg rosa unissex tantonio,tenis dg porto branco deg rosa unissex tantoni,2
23612,zapatillas de deporte para hombre de talla grande moda,zapatillas de deporte para hombre de talla grande mod,2
23613,tenis olympikus index ref767  pretochumbo,tenis olympikus index ref767  pretochumb,2
23614,sapatenis sound masculino,sapatenis sound masculin,2
23615,tenis fila dformation logomania branco 951447,tenis fila dformation logomania branco 951447,2
23616,tenis infantil feminino kidy 0230013 perola,tenis infantil feminino kidy 0230013 perol,1
23617,tenis infantil klin light com luz led 028,tenis infantil klin light com luz led 028,2
23618,tenis dg day master preto tantonio,tenis dg day master preto tantoni,2
23619,tenis feminino casual sola alta plataforma tie dye promocao,tenis feminino casual sola alta plataforma tie dye promoca,1
23620,olympikus tenis caminhada vortice951 014326,olympikus tenis caminhada vortice951 014326,2
23621,tenis feminino leve estiloso macio confortavel 4020,tenis feminino leve estiloso macio confortavel 4020,1
23622,tenis usaflex 2020 feminino confortavel ad3601,tenis usaflex 2020 feminino confortavel ad3601,1
23623,tenis all star 042021 ct04950001 pretobco,tenis all star 042021 ct04950001 pretobc,2
23624,tenis versace scalo preto,tenis versace scalo pret,2
23625,tenis vizzano feminino sneaker branco 1331101 tendencia,tenis vizzano feminino sneaker branco 1331101 tendenc,1
23626,tenis kidy slime light,tenis kidy slime light,2
23627,tenis it girl kidy infantil meninas tecido respite 0920252 ,tenis it girl kidy infantil meninas tecido respite 0920252 ,2
23628,tenis  masculino casual ziper facil calco ,tenis  masculino casual ziper facil calco ,2
23629,tenis usthemp slipon tematico  bob viralata rei,tenis usthemp slipon tematico  bob viralata r,2
23630,tenis feminino casual sapatenis caminhada academia conforto,tenis feminino casual sapatenis caminhada academia confort,1
23631,tenis puma feminino suede classic,tenis puma feminino suede classic,1
23632,tenis olympikus challenger 2 598 cinza e rosa  original,tenis olympikus challenger 2 598 cinza e rosa  orig,2
23633,tenis feminino mini matelasse neo rosa,tenis feminino mini matelasse neo r,1
23634,sapatenis tenis masculino casual confortavel leve promocao,sapatenis tenis masculino casual confortavel leve promoca,1
23635,tenis meia beira rio feminino 4260100  rosa,tenis meia beira rio feminino 4260100  r,1
23636,tenis asics gel kayano 28 masculino azul 1011b189 400,tenis asics gel kayano 28 masculino azul 1011b189 400,2
23637,sapatenis casual infantil masculino menino 41,sapatenis casual infantil masculino menino 41,2
23638,tenis olympikus direct feminino confortavel macio promocao,tenis olympikus direct feminino confortavel macio promoca,1
23639,sapatenis masculino infantil sound 207 cafe 724,sapatenis masculino infantil sound 207 cafe 724,2
23640,tenis puma mantra fusefit desert ,tenis puma mantra fusefit desert ,2
23641,smart tv 65  samsung 4k 65au7700 wifi alexa built in,smart tv 65  samsung 4k 65au7700 wifi alexa built in,0
23642,sapatenis infantil masculino kidy 01102770442,sapatenis infantil masculino kidy 01102770442,2
23643,tenis super leve para academia flexivel dia a dia,tenis super leve para academia flexivel dia a d,2
23644,sapatenis feminino linha ecologica palmilha gel 34 ao 39,sapatenis feminino linha ecologica palmilha gel 34 ao 39,1
23645,tenis vizzano sneaker pedras feminino pelica 1356102,tenis vizzano sneaker pedras feminino pelica 1356102,1
23646,bicicleta masculina bicolor ultras bikes aro 26 varias cores,bicicleta masculina bicolor ultras bikes aro 26 varias c,0
23647,tenis feminino olympikus com palmilha em gel flit 259,tenis feminino olympikus com palmilha em gel flit 259,1
23648,tenis olympikus challenger 2 feminino marinholaranja,tenis olympikus challenger 2 feminino marinholaranj,1
23649,tenis masculino super leve confortavel barato envio imediato,tenis masculino super leve confortavel barato envio imediat,2
23650,tenis feminino ascension promocao barato  gelo e pink,tenis feminino ascension promocao barato  gelo e pink,1
23651,tenis olympikus fourty masculino 772 original chumbobordo,tenis olympikus fourty masculino 772 original chumbobord,2
23652,tenis para academia olympikus running training amortece leve,tenis para academia olympikus running training amortece lev,2
23653,tenis esportivo feminino lancamento top,tenis esportivo feminino lancamento top,1
23654,tenis infantil masculino com luzinhas de led,tenis infantil masculino com luzinhas de led,2
23655,tenis feminino casual ramarim chunky com brilho,tenis feminino casual ramarim chunky com brilh,1
23656,combo 3 pares tenis masculino polo joy sapatenis confortavel,combo 3 pares tenis masculino polo joy sapatenis conforta,2
23657,sapatilha louis garneau tri xspeed tam 34 ,sapatilha louis garneau tri xspeed tam 34 ,2
23658,tenis asics gel dedicate 5 a brancorosa,tenis asics gel dedicate 5 a brancor,2
23659,bicicleta dupla bremen  vermelha,bicicleta dupla bremen  vermelh,0
23660,tenis new balance 237 masculino ms237cp,tenis new balance 237 masculino ms237cp,2
23661,tenis feminino ramarim chunky sneaker colorful soul flatform,tenis feminino ramarim chunky sneaker colorful soul flatform,1
23662,sapato de neoprene crepneo pop it com sola antiderrapante tr,sapato de neoprene crepneo pop it com sola antiderrapante tr,2
23663,sapatenis masculino lexus ferracini  7042,sapatenis masculino lexus ferracini  7042,2
23664,tenis feminino infantil de led lancamento barato,tenis feminino infantil de led lancamento barat,1
23665,sapatilha bicicleta absolute feminina luna mtb bike,sapatilha bicicleta absolute feminina luna mtb bik,0
23666,tenis hocks skate corre black preto peach laranja original,tenis hocks skate corre black preto peach laranja orig,2
23667,tenis feminino vizzano sneaker ref1381201,tenis feminino vizzano sneaker ref1381201,1
23668,tenis hero 223 caramelo maravilhas,tenis hero 223 caramelo maravilh,2
23669,tenis feminino chunky sneaker  ramarim 1971104  brinco,tenis feminino chunky sneaker  ramarim 1971104  brinc,1
23670,specialized epic full comp p 2019 alloy,specialized epic full comp p 2019 alloy,2
23671,bicicleta firts sport,bicicleta firts sport,0
23672,sapatenis casual masculino com carteira estilo moda,sapatenis casual masculino com carteira estilo mod,2
23673,tenis casual esportivo feminino para academia e dia a dia,tenis casual esportivo feminino para academia e dia a d,1
23674,kit sandalia infantil flor tenis infantil menina blackfriday,kit sandalia infantil flor tenis infantil menina blackfriday,2
23675,bicicleta infantil menina nathor cat aro 12 freio tambor,bicicleta infantil menina nathor cat aro 12 freio tamb,0
23676,tenis  chunky dkshoes ziper lateral brinde sola alta,tenis  chunky dkshoes ziper lateral brinde sola alt,2
23677,tenis fisioflex bibi 1110116,tenis fisioflex bibi 1110116,2
23678,tv lg 42 polegadas plasma modelo pg30tr,tv lg 42 polegadas plasma modelo pg30tr,0
23679,kit 2 pares tenis masculino infantil confortavel leve macio,kit 2 pares tenis masculino infantil confortavel leve maci,2
23680,tenis infantil masculino molekinho 2831112 confortavel,tenis infantil masculino molekinho 2831112 conforta,2
23681,tenis kolosh zyon racer k8681 preto c nf lucaisane tenis,tenis kolosh zyon racer k8681 preto c nf lucaisane tenil,2
23682,tenis miz brave 4 original tela lancamento 2021 mizuno masc ,tenis miz brave 4 original tela lancamento 2021 mizuno masc ,2
23683,bicicleta 29 caloi explorer expert 2021 shimano deore 20v ,bicicleta 29 caloi explorer expert 2021 shimano deore 20v ,0
23684,kit tenis masculino sapatenis e slip on  chinelo danper,kit tenis masculino sapatenis e slip on  chinelo danp,2
23685,tenis masculino esportivo wave inspire 6 importado,tenis masculino esportivo wave inspire 6 import,2
23686,tenis masculino supera 789 marinho olympikus original,tenis masculino supera 789 marinho olympikus orig,2
23687,tenis leve masculino proprio p treino corrida 12x sem juros,tenis leve masculino proprio p treino corrida 12x sem jur,2
23688,tenis feminino agiliza preto e bronze olympikus,tenis feminino agiliza preto e bronze olympiku,1
23689,slip on o tempo nao para,slip on o tempo nao p,2
23690,tenis diana couro preto  k daher,tenis diana couro preto  k dah,2
23691,tenis asics gel rocket 9 mrhcls tam 38 ao 44,tenis asics gel rocket 9 mrhcls tam 38 ao 44,2
23692,tenis puma rsx3 exotica,tenis puma rsx3 exo,2
23693,moleca floral branco,moleca floral branc,2
23694,tenis asics gelexcite 7 academia corrida masculino,tenis asics gelexcite 7 academia corrida masculin,2
23695,tenis slip on tecido caqui,tenis slip on tecido caqu,2
23696,tenis activitta feminino preto 4202223,tenis activitta feminino preto 4202223,1
23697,nike griffey max 1,nike griffey max 1,2
23698,tenis de cano via marte forrado com la feminino 211808,tenis de cano via marte forrado com la feminino 211808,1
23699,bicicleta infantil sense grom aro 16 azul modelo 20202021,bicicleta infantil sense grom aro 16 azul modelo 20202021,0
23700,tenis puma nrgy comet jr bdp juvenil,tenis puma nrgy comet jr bdp juvenil,2
23701,tenis infantil molekinha 2512200 ,tenis infantil molekinha 2512200 ,2
23702,tenis new balance 1600 masculino cm1600g,tenis new balance 1600 masculino cm1600g,2
23703,tenis infantil ortopasso flex baby menino azul marinho,tenis infantil ortopasso flex baby menino azul m,2
23704,tenis feminino via marte  217202,tenis feminino via marte  217202,1
23705,tenis diadora game canvas preto tam 39 skate street,tenis diadora game canvas preto tam 39 skate street,2
23706,sapatenis sapato infantil masculino klin baby flyer original,sapatenis sapato infantil masculino klin baby flyer orig,2
23707,2pcs ciclismo cadeia tensor cadeia prendedor de corrente,2pcs ciclismo cadeia tensor cadeia prendedor de corr,2
23708,bicicleta hailux springer ii aro 26  masculina,bicicleta hailux springer ii aro 26  masculin,0
23709,bicicleta aro 29 mountain bike shimano freio a disco lotus ,bicicleta aro 29 mountain bike shimano freio a disco lotus ,0
23710,bmx drb highway ,bmx drb highway ,2
23711,tenis feminino casual sapatenis leve pratico confortavel,tenis feminino casual sapatenis leve pratico conforta,1
23712,tenis molekinha juvenil rosa com led glitter menina,tenis molekinha juvenil rosa com led glitter menin,2
23713,tenis infantil menina pretogorgorao coloridoenvio imediato,tenis infantil menina pretogorgorao coloridoenvio imediat,2
23714,sapatenis masculino freeway odin couro,sapatenis masculino freeway odin cour,2
23715,combo 3 pares de sapatenis da polo way original  carteira,combo 3 pares de sapatenis da polo way original  cart,2
23716,nirvana 9 masculino academia lancamento super promocao,nirvana 9 masculino academia lancamento super promoca,2
23717,tenis gambo todo em couro rose,tenis gambo todo em couro ros,2
23718,tenis tecido sock sneaker tie dye cappucci,tenis tecido sock sneaker tie dye cappucc,2
23719,tenis kolosh casual c2761 feminino,tenis kolosh casual c2761 feminin,2
23720,sapatilha spiuk rocca mtb preto fosco no 41br,sapatilha spiuk rocca mtb preto fosco no 41br,0
23721,tenis feminino modare ultraconforto com gel,tenis feminino modare ultraconforto com gel,1
23722,tenis feminino confortavel para joanete e esporao calcaneo,tenis feminino confortavel para joanete e esporao calcane,1
23723,slip on feminino napa detalhe v metal vizzano,slip on feminino napa detalhe v metal vizz,1
23724,tenis kidy play 120002 infantil ,tenis kidy play 120002 infantil ,2
23725,tenis capricho feminino cp0777,tenis capricho feminino cp0777,1
23726,tenis actvitta esportivo feminino 4802113,tenis actvitta esportivo feminino 4802113,1
23727,sapatenis pegada ziper  116910 branco,sapatenis pegada ziper  116910 branc,2
23728,tenis plataforma capricho likes rose,tenis plataforma capricho likes ros,2
23729,tenis polo joy feminino confortavel leve  ,tenis polo joy feminino confortavel leve  ,1
23730,tenis hocks flat lite mint lancamento original,tenis hocks flat lite mint lancamento orig,2
23731,tenis feminino adulto com cadarcos dakota g3612,tenis feminino adulto com cadarcos dakota g3612,1
23732,tenis feminino flatform floater via marte 211805 branco,tenis feminino flatform floater via marte 211805 branc,1
23733,tenis feminino novas cores tie dye fitness academias ,tenis feminino novas cores tie dye fitness academias ,1
23734,tenis sapatenis feminino casual de amarrar oncinha moda,tenis sapatenis feminino casual de amarrar oncinha mod,1
23735,tenis baby via vip stars feminino  ,tenis baby via vip stars feminino  ,1
23736,tenis infantil via vip 6516,tenis infantil via vip 6516,2
23737,bike gravel  show  1x9v ,bike gravel  show  1x9v ,2
23738,tenis botinha converse all star lona ct00040004 vermelho,tenis botinha converse all star lona ct00040004 vermelh,2
23739,tenis vissi ds114v juvenil,tenis vissi ds114v juvenil,2
23740,sapatenis masculino try way  tamanhos especiais,sapatenis masculino try way  tamanhos espec,2
23741,tenis olympikus perfect 2 471 masculino,tenis olympikus perfect 2 471 masculin,2
23742,tenis feminino flatform via marte  213148,tenis feminino flatform via marte  213148,1
23743,tenis infantil pampili preto feminino 473064,tenis infantil pampili preto feminino 473064,1
23744,jordan 1 court purple 10 size 40,jordan 1 court purple 10 size 40,2
23745,tenis infantil tenis feminino promocao brinde bolsa d nao pe,tenis infantil tenis feminino promocao brinde bolsa d nao p,1
23746,tenis new balance 373 casual masculino original confortavel,tenis new balance 373 casual masculino original conforta,2
23747,tenis feminino coca cola original azul blend canvas ,tenis feminino coca cola original azul blend canvas ,1
23748,kit com 4 pares tenis iate estilo social casual moderno,kit com 4 pares tenis iate estilo social casual modern,2
23749,tenis sapatenis vizzano casual flatform feminino 1298100,tenis sapatenis vizzano casual flatform feminino 1298100,1
23750,sapatenis feminino rose barato  imperdivel,sapatenis feminino rose barato  imperdi,1
23751,sapatenis casual masculino em couro com forro de couro,sapatenis casual masculino em couro com forro de cour,2
23752,sapato enfermagem feminino leve e macio jornada de 18 hs,sapato enfermagem feminino leve e macio jornada de 18 h,1
23753,tenis infantil cartago  11413 meus prime,tenis infantil cartago  11413 meus prim,2
23754,tenis masc casual malbork em couro grafite lixado 29024,tenis masc casual malbork em couro grafite lixado 29024,2
23755,tenis 3144185 lacoste abotinado preto,tenis 3144185 lacoste abotinado pret,2
23756,tenis com led colorido menino tenis com led colorido barato,tenis com led colorido menino tenis com led colorido barat,2
23757,tenis casual uniseex super star vermelho new york cnf,tenis casual uniseex super star vermelho new york cnf,2
23758,tenis esportivo feminino brave 3 marinho,tenis esportivo feminino brave 3 m,1
23759,tenis nike renew run 2 preto  azul original,tenis nike renew run 2 preto  azul orig,2
23760,sapatenis casual tenis polo  promocao outlet franca,sapatenis casual tenis polo  promocao outlet franc,2
23761,tenis de led  unissex   pronta entrega ,tenis de led  unissex   pronta entrega ,2
23762,tenis infantil sorvete pink magicc kids 897,tenis infantil sorvete pink magicc kids 897,2
23763,tenis dg porto all black unissex top,tenis dg porto all black unissex top,2
23764,tenis sapatenis masculino velluti original casual promocao,tenis sapatenis masculino velluti original casual promoca,2
23765,tenis pampili charm sneaker rosa 28 a 34  cano medio 60443,tenis pampili charm sneaker rosa 28 a 34  cano medio 60443,2
23766,bicicleta aro 29 dropp z4x 24v trava hidraulico verde 15  ,bicicleta aro 29 dropp z4x 24v trava hidraulico verde 15  ,0
23767,sapatenis couro natural masculino pegada 11960103 levitech,sapatenis couro natural masculino pegada 11960103 levitech,2
23768,converse all star move,converse all star mov,2
23769,sapatilha tenis sapato neoprene agua jetsky surf academia,sapatilha tenis sapato neoprene agua jetsky surf academ,2
23770,tenis olympikus evidence preto e marinho,tenis olympikus evidence preto e m,2
23771,sapatilha kart k run sparco  preto  cinza 41 br,sapatilha kart k run sparco  preto  cinza 41 br,2
23772,tenis via marta salto alto anabela,tenis via marta salto alto anabel,2
23773,tenis feminino casual slip on sola alta elastico sliper no,tenis feminino casual slip on sola alta elastico sliper n,1
23774,tenis casual sapatenis slip on feminino napa onda azul ,tenis casual sapatenis slip on feminino napa onda azul ,1
23775,tenis corrida mizuno wave pro 7 masculino e feminino ,tenis corrida mizuno wave pro 7 masculino e feminino ,1
23776,tenis coca cola xfly ibiza feminino pronta entrega,tenis coca cola xfly ibiza feminino pronta entreg,1
23777,bota tenis cano alto vermelho sola grossa masculino feminino,bota tenis cano alto vermelho sola grossa masculino feminin,2
23778,tenis coca cola daytona preto feminino original  nfe,tenis coca cola daytona preto feminino original  nf,1
23779,tenis academia feminino r4000  super promocao,tenis academia feminino r4000  super promoca,1
23780,tenis usaflex lycra quartzo ad 1106,tenis usaflex lycra quartzo ad 1106,2
23781,sapatenis infantil meninas casual basico escolar criancas,sapatenis infantil meninas casual basico escolar crianc,2
23782,tenis asics gel blur 33 20 hot pink black white tam10,tenis asics gel blur 33 20 hot pink black white tam10,2
23783,tv smart samsung 32 polegadas,tv smart samsung 32 poleg,0
23784,tenis melissa lane 33419  original,tenis melissa lane 33419  orig,2
23785,jordan 4 retro white cement 2012  importado usa original,jordan 4 retro white cement 2012  importado usa orig,2
23786,tenis feminino action super leve macio treino  olympikus,tenis feminino action super leve macio treino  olympiku,1
23787,tv led aoc 43,tv led aoc 43,0
23788,tenis infantil kidy meninos casual novo  brinde carrinho,tenis infantil kidy meninos casual novo  brinde carr,2
23789,tenis feminino pegada 210027 couro legitimo com elasticos,tenis feminino pegada 210027 couro legitimo com elas,1
23790,tenis new balance 050 feminino rosa,tenis new balance 050 feminino r,1
23791,tenis feminino rose  slip on esportivo actvitta   r36,tenis feminino rose  slip on esportivo actvitta   r36,1
23792,kit 2 tenis masculino academia levinho para treino fitness,kit 2 tenis masculino academia levinho para treino fitnes,2
23793,tenis feminino soft step piccadilly ortopedico amortecimento,tenis feminino soft step piccadilly ortopedico amortec,1
23794,tnis feminino leve confortvel factor nova tendncia promoo,tnis feminino leve confortvel factor nova tendncia promo,1
23795,tenis juliete bbb blogueira casual plataforma infantil ,tenis juliete bbb blogueira casual plataforma infantil ,1
23796,tenis olympikus ultraleve 130g feminino salmao,tenis olympikus ultraleve 130g feminino salma,1
23797,tenis slip on infantil tenis feminino menina atacado pratico,tenis slip on infantil tenis feminino menina atacado pra,1
23798,tenis mizuno prophecy 8 cinza e verde no40 original,tenis mizuno prophecy 8 cinza e verde no40 orig,2
23799,air rubber dunk offwhite green strike,air rubber dunk offwhite green strik,2
23800,tenis skechers go walk 5 dreamy feminino casual,tenis skechers go walk 5 dreamy feminino cas,1
23801,sapatenis sportfire 40,sapatenis sportfire 40,2
23802,tenis masculino para academia caminhada ortopedico esporao,tenis masculino para academia caminhada ortopedico espora,2
23803,sapatenis conforto pierro couro por dentro e por fora azul,sapatenis conforto pierro couro por dentro e por fora azul,2
23804,tenis asics gel excite 8 feminino azul marinho,tenis asics gel excite 8 feminino azul m,1
23805,tenis infantil molekinha flatform rose,tenis infantil molekinha flatform ros,2
23806,tenis masculino olympikus dynamic marinho  original,tenis masculino olympikus dynamic marinho  orig,2
23807,tenis olympikus bravo feminino corrida  caminhada,tenis olympikus bravo feminino corrida  caminh,1
23808,tenis mizuno space  preto ,tenis mizuno space  preto ,2
23809,tenis skechers go train viper feminino funcional respiravel,tenis skechers go train viper feminino funcional respira,1
23810,sapatenis casual infantil masculino menino 54,sapatenis casual infantil masculino menino 54,2
23811,tenis usthemp folks vegano casual ovelheiro gaucho,tenis usthemp folks vegano casual ovelheiro gauch,2
